respondent_id,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,C097,C098,C099,C100,C101,C102,C103,C104,C105,C106,C107,C108
16,2,3,4,1,1,3,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,无
17,2,3,4,1,1,2,3,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,嗯呢
18,2,3,4,1,1,2,3,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,5,5,4,3,4,3,5,4,4,1,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,3,4,3,4,4,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,无
19,2,3,4,1,1,4,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,0,0,0,0,0,4,4,3,4,3,3,3,4,3,3,3,4,1,3,4,4,4,3,4,4,3,3,4,3,4,3,4,3,4,4,4,3,4,4,4,3,4,4,3,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,无
20,1,3,4,1,1,1,2,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,1,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,无
21,1,3,4,1,1,3,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,1,1,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,不了解
22,2,3,4,1,1,3,4,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,0,0,0,0,0,4,4,4,4,4,2,3,3,2,4,4,2,4,3,3,4,2,4,4,3,4,3,4,3,4,3,4,4,3,4,3,2,4,4,4,2,3,3,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,无
23,2,3,4,1,1,3,4,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,2,1,0,0,0,1,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,0,1,0,0,0,0,0,4,4,5,5,4,4,4,4,4,4,4,4,1,4,4,4,4,4,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,无
24,1,3,4,1,1,3,4,2,0,0,0,0,0,0,1^其他〖没听说过〗,1,1,1,0,0,1,0,0,2,2,0,1,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,1,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,3,3,1,2,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,3,4,4,3,3,3,3,3,4,4,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,无
25,1,3,4,1,1,3,4,2,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2,1,1,0,1,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,便宜 符合学生消费水平
26,2,3,4,1,1,1,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,1,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,5,5,5,4,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,希望价格更实惠
27,2,3,4,1,2,3,4,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,4,0,0,0,1,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,0,0,0,0,0,4,4,4,4,5,4,4,4,5,5,5,5,1,5,4,5,4,5,4,4,5,3,5,4,5,4,5,4,4,4,5,3,5,5,4,2,3,4,5,3,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,东西好就可以
28,1,3,4,1,1,4,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,4,3,4,3,3,3,4,4,4,3,4,1,3,4,4,4,3,3,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,可以设置不同甜度的产品
29,2,3,4,1,1,4,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,无
30,1,3,4,1,1,3,4,2,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,1,0,0,0,0,0,4,3,2,4,2,3,3,3,3,4,3,3,3,3,4,3,2,3,3,4,4,3,3,4,3,3,2,3,3,5,4,2,3,4,4,3,2,4,4,4,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,无
31,1,3,4,1,1,3,4,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,3,0,1,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,0,0,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,无
32,1,2,5,1,5,4,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,无
33,2,3,4,1,1,3,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,1,0,1,0,0,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,3,3,4,3,4,4,3,4,3,4,4,3,4,4,4,3,4,4,3,4,4,3,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,无
34,1,3,4,1,1,4,5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1,1,1,0,0,0,5,5,5,5,4,4,5,5,5,5,4,5,4,4,4,4,5,5,4,4,5,4,5,5,5,4,4,5,5,4,5,4,4,4,4,4,5,4,3,4,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,无
35,2,3,4,1,1,3,4,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,便宜一点
36,2,3,4,1,1,4,5,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,1,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,无
37,1,3,2,1,1,1,4,2,0,0,0,0,0,0,1^其他〖不了解😭〗,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,价格能接受.要好吃点
38,2,1,2,1,1,2,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,5,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,价格亲民一点
39,2,3,4,4,3,3,4,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,0,0,0,0,0,0,3,3,4,3,3,4,4,4,4,4,4,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,无
40,2,3,4,1,1,3,4,2,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,2,1,1,1,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,0,0,0,1,0,4,4,3,3,4,4,3,4,4,3,4,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,4,2,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,价格合理
41,2,3,4,1,1,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,0,0,0,1,0,0,0,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,好
42,1,3,4,1,1,3,2,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,2,0,1,1,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,无
43,1,3,4,1,1,4,4,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,无
44,2,3,4,1,1,3,5,2,0,0,0,0,0,0,1^其他〖从没听过〗,0,0,0,0,0,0,0,1^其他〖从没去过〗,1,1,0,0,0,0,0,0,1^其他〖从没去过〗,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,0,0,0,0,0,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,无
45,1,3,4,1,1,4,4,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,0,1,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,无
46,1,3,4,1,1,4,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,无
47,1,3,4,1,1,3,5,2,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,3,1,1,0,1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,行
48,2,3,4,1,1,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,无
49,2,3,4,3,4,2,4,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,无
50,1,3,4,1,1,2,4,2,0,0,0,0,0,0,1^其他〖没了解过〗,0,0,0,0,0,0,0,1^其他〖没去过〗,1,1,0,0,0,0,0,0,1^其他〖无〗,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,无
51,1,3,4,1,1,3,3,2,0,0,0,0,0,0,1^其他〖无〗,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,1,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,无
52,1,3,4,1,1,4,4,2,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,1,1,0,0,0,0,4,3,3,5,3,2,4,3,4,3,4,3,1,3,4,5,5,3,4,4,1,2,4,5,4,5,3,4,4,4,5,4,5,3,3,4,4,4,4,4,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,无
53,2,3,4,1,1,3,4,2,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,1,0,0,0,0,4,4,3,4,3,4,4,4,4,4,3,3,1,4,5,5,5,4,4,3,5,5,4,3,3,4,4,3,4,3,4,3,4,3,3,2,4,4,3,4,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,无
54,2,3,4,1,1,3,2,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,无
55,1,3,4,1,1,2,4,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,5,5,4,3,4,3,5,4,4,1,5,5,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,4,2,4,5,5,4,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,无
56,2,3,4,1,1,3,2,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,0,0,0,1,0,5,5,5,5,5,5,5,5,5,5,4,4,1,3,4,5,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,5,3,3,5,3,4,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,好吃，多样。有个中药奶茶的挺火但我一直没吃过
57,1,3,4,1,2,1,4,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,2,1,0,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,无
